round,train,validation,gap
340,0.07614101507081789,0.09112379009921352,0.014982775028395637
341,0.07612952960173494,0.09112438206639559,0.014994852464660646
342,0.07611785775095467,0.09112588322521942,0.015008025474264747
343,0.0761001725300102,0.09112482814993374,0.015024655619923541
344,0.07608683554149484,0.09112457186649393,0.015037736324999093
345,0.0760740678673904,0.09112860545144548,0.015054537584055075
346,0.07605986780232131,0.09113315573104512,0.01507328792872381
347,0.07604964983386703,0.09113810557633194,0.01508845574246491
348,0.07604074734403281,0.09114280006870824,0.015102052724675435
349,0.07602779106426508,0.09113926082903215,0.015111469764767071
350,0.07601331485293311,0.09114214886134615,0.015128834008413042
351,0.07600008224345926,0.09113778080506249,0.015137698561603227
352,0.07599002108827986,0.0911418661057125,0.015151845017432636
353,0.075979008820533,0.09113959664418857,0.015160587823655564
354,0.07597083451042846,0.09113854336534694,0.015167708854918471
355,0.0759611363939917,0.09114096824054718,0.015179831846555483
356,0.07594731340445988,0.09114822588373936,0.015200912479279474
357,0.0759390241096608,0.09115158072723382,0.015212556617573023
358,0.07592540176615431,0.09114412070676792,0.015218718940613607
359,0.07591187697670837,0.09115042129083618,0.015238544314127814
360,0.07590027549251413,0.09114904208127995,0.015248766588765825
361,0.07588859729347505,0.09114933334555661,0.015260736052081558
362,0.07587806704135765,0.09115276988889366,0.015274702847536015
363,0.07586625393593181,0.09115381745065787,0.015287563514726057
364,0.07585838832113063,0.09115843065869816,0.01530004233756753
365,0.0758500089632828,0.0911605903190537,0.015310581355770903
366,0.07584228304096767,0.09115994738974964,0.01531766434878197
367,0.07583042520097927,0.09116108464031625,0.01533065943933698
368,0.07581862780313894,0.09116547511313089,0.015346847309991946
369,0.07580708461969744,0.0911697192762042,0.015362634656506752
370,0.07579466049831012,0.09116896295336253,0.015374302455052419
371,0.07578269066739761,0.09116943359016258,0.01538674292276497
372,0.07577060661149915,0.09117236396158719,0.015401757350088044
373,0.07576069969137979,0.09117321002811044,0.015412510336730648
374,0.0757529035560877,0.09117361012387817,0.015420706567790474
375,0.0757446800231572,0.09117587148700375,0.015431191463846555
376,0.07573460169893796,0.09118721568060585,0.01545261398166789
377,0.07572585283200417,0.09119016380413769,0.015464310972133521
378,0.07571329397876375,0.09119361528306047,0.015480321304296718
379,0.07570399025740997,0.09119655673759411,0.015492566480184142
380,0.07569371215512027,0.09119499919955992,0.015501287044439649
381,0.07568288869813407,0.09119581836711481,0.01551292966898074
382,0.07567203032267672,0.09119423102485544,0.015522200702178718
383,0.07566043740840638,0.09119460081292781,0.015534163404521434
384,0.07565333333511419,0.09120028814995616,0.015546954814841973
385,0.07564531704205929,0.09119926493179231,0.015553947889733022
386,0.0756340492315758,0.09119819924058789,0.015564150009012095
387,0.07562517963243841,0.09119966494438062,0.015574485311942207
388,0.07561755517223005,0.09120229414385068,0.015584738971620632
389,0.07560736493882969,0.09120966848591233,0.015602303547082641
390,0.07559562878759325,0.09121256344277713,0.015616934655183878
